entryID,timestamp,temperature,humidity,co2,ch4,h2s,pressure,extTemp,extHum
75041,1764570139484,30.625,80.0,405.0,3526.0,4095.0,109.42640801001252,30.8,45.0
75322,1764568667565,30.0,77.0,401.0,4095.0,4095.0,109.98035043804757,32.3,45.0
76376,1764572549285,0.0,0.0,0.0,0.0,,109.93904881101378,,
76452,1764569116911,30.25,79.0,404.0,3639.0,4095.0,108.8782227784731,31.8,44.0
77248,1764650409584,25.25,76.0,505.0,4095.0,4095.0,108.82215269086359,29.3,58.0
77754,1764653182789,26.5,72.0,401.0,4095.0,4095.0,107.31576971214018,31.3,48.0
77795,1764583803116,25.5,78.0,406.0,4095.0,4095.0,109.86633291614518,28.0,62.0
77831,1764568810021,30.125,77.0,405.0,3631.0,4095.0,109.96445556946183,32.3,45.0
77834,1764653641606,27.125,71.0,400.0,4095.0,4095.0,109.57659574468086,30.8,47.0
77874,1764584865517,25.375,76.0,410.0,4095.0,4095.0,109.50125156445557,,
77927,1764594091725,21.5,82.0,407.0,4095.0,4095.0,110.81564455569463,27.6,66.0
78121,1764570142564,30.625,80.0,403.0,3504.0,4095.0,110.51013767209012,30.8,45.0
78427,1764652968190,26.125,76.0,405.0,4095.0,4095.0,108.55882352941177,30.8,50.0
78772,1764583618008,25.375,81.0,404.0,4095.0,4095.0,109.51727158948687,27.1,64.0
78968,1764666510670,28.5,67.0,402.0,4095.0,4095.0,108.46232790988736,31.8,41.0
79176,1764675931802,22.625,70.0,407.0,4095.0,4095.0,109.84831038798498,24.5,68.0
79314,1764568671648,30.0,77.0,403.0,3759.0,4095.0,108.84292866082603,32.3,45.0
80257,1764652652108,26.0,73.0,406.0,4095.0,4095.0,109.19299123904882,31.3,50.0
80261,1764572396975,30.375,77.0,404.0,4095.0,4095.0,109.16670838548185,33.8,41.0
80287,1764569120722,30.25,79.0,403.0,3644.0,4095.0,108.73767209011264,31.8,45.0
80341,1764671430294,27.375,69.0,413.0,4095.0,4095.0,108.53566958698374,32.8,43.0
80357,1764599456954,19.5,69.0,402.0,4095.0,4095.0,110.0595744680851,26.2,68.0
80414,1764572648141,30.125,77.0,405.0,4095.0,4095.0,109.08260325406759,33.3,40.0
80427,1764674923248,23.625,69.0,405.0,4095.0,4095.0,111.619774718398,29.8,52.0
80428,1764571613684,30.75,78.0,403.0,4095.0,4095.0,109.98898623279099,,
80449,1764663045074,29.0,67.0,404.0,4095.0,4095.0,108.55819774718398,33.8,39.0
80472,1764670585771,27.75,69.0,404.0,,,110.73504380475595,,
80488,1764669710663,27.875,69.0,402.0,4095.0,4095.0,108.18385481852316,33.3,40.0
80491,1764599219682,19.75,70.0,401.0,4095.0,4095.0,111.36733416770964,26.2,68.0
80500,1764590739827,22.5,72.0,401.0,4095.0,4095.0,108.47872340425532,27.1,68.0
80524,1764598103220,20.125,70.0,404.0,4095.0,4095.0,109.23229036295369,26.2,69.0
80536,1764662702774,29.0,70.0,413.0,4095.0,4095.0,110.1956195244055,32.8,40.0
80548,1764592444692,21.75,71.0,405.0,4095.0,4095.0,108.78160200250313,26.7,69.0
80554,1764673702999,25.0,69.0,400.0,4095.0,4095.0,109.34130162703379,30.8,49.0
80588,1764570992464,30.75,79.0,403.0,4095.0,4095.0,110.22628285356696,32.3,44.0
80598,1764674287399,24.375,69.0,415.0,4095.0,4095.0,108.93291614518148,28.9,53.0
80605,1764665820692,28.625,67.0,401.0,4095.0,4095.0,109.1764705882353,33.8,38.0
80611,1764593087430,21.75,71.0,403.0,4095.0,4095.0,107.42390488110138,28.0,65.0
80630,1764672536968,26.375,69.0,413.0,4095.0,4095.0,109.3846057571965,28.5,53.0
80631,1764675363717,23.25,70.0,401.0,4095.0,4095.0,110.08523153942429,28.0,55.0
80637,1764672933702,26.0,69.0,403.0,4095.0,4095.0,107.18823529411765,30.2,51.0
80645,1764589154503,23.5,74.0,406.0,4095.0,4095.0,108.03979974968712,28.9,60.0
80653,1764673080219,25.875,69.0,402.0,4095.0,4095.0,109.2837296620776,30.8,50.0
80658,1764586387416,25.25,76.0,403.0,4095.0,4095.0,109.66020025031288,28.5,58.0
80668,1764587883577,24.5,75.0,402.0,4095.0,4095.0,109.29061326658324,31.3,56.0
80675,1764669390757,27.875,70.0,402.0,4095.0,4095.0,108.63178973717146,33.8,39.0
80678,1764595417632,20.875,71.0,401.0,4095.0,4095.0,107.88510638297872,25.8,70.0
80680,1764674737156,23.875,70.0,401.0,4095.0,4095.0,108.95807259073844,,
80687,1764600927354,19.125,69.0,403.0,4095.0,4095.0,109.10550688360452,25.8,69.0
80690,1764571368088,30.75,78.0,407.0,4095.0,4095.0,108.35056320400501,33.8,42.0
80694,1764589950433,23.0,72.0,405.0,4095.0,4095.0,108.4476846057572,28.5,61.0
80699,1764600416535,19.25,69.0,405.0,4095.0,4095.0,108.79674593241552,26.2,69.0
80711,1764601125513,19.125,69.0,402.0,4095.0,4095.0,107.60725907384231,26.2,69.0
80717,1764668183622,28.0,68.0,403.0,4095.0,4095.0,110.69286608260326,33.8,38.0
80721,1764669968447,27.75,69.0,403.0,4095.0,4095.0,108.6782227784731,33.3,40.0
80725,1764596160213,20.625,71.0,402.0,4095.0,4095.0,108.10500625782228,26.7,69.0
80734,1764672704563,26.25,69.0,404.0,4095.0,4095.0,109.4357947434293,29.4,52.0
80754,1764670668502,27.625,69.0,402.0,4095.0,4095.0,109.14618272841051,32.8,42.0
80760,1764663686962,29.0,67.0,401.0,4095.0,4095.0,108.0775969962453,33.8,39.0
80763,1764668683902,28.0,69.0,400.0,4095.0,4095.0,109.23454317897372,33.8,38.0
80765,1764596924284,20.375,71.0,413.0,4095.0,4095.0,109.54217772215269,26.7,69.0
80766,1764668830853,28.0,69.0,403.0,4095.0,4095.0,106.50012515644556,33.8,38.0
80778,1764597724382,20.25,70.0,404.0,4095.0,4095.0,107.93128911138923,26.2,69.0
80781,1764664793293,28.625,67.0,403.0,4095.0,4095.0,110.27459324155195,33.3,39.0
80783,1764591777309,22.0,72.0,404.0,4095.0,4095.0,109.57196495619525,27.6,67.0
80785,1764670374447,27.75,69.0,401.0,4095.0,4095.0,107.92453066332916,32.8,42.0
80795,1764591559445,22.125,72.0,402.0,4095.0,4095.0,108.75769712140176,27.1,68.0
80812,1764588202726,24.25,75.0,401.0,4095.0,4095.0,109.60012515644557,30.2,56.0
80821,1764592095925,21.875,71.0,404.0,4095.0,4095.0,109.40025031289112,26.2,69.0
80831,1764673334158,25.5,69.0,402.0,4095.0,4095.0,109.19023779724655,31.3,48.0
80834,1764568813026,30.125,77.0,405.0,3632.0,4095.0,108.34543178973718,32.3,44.0
80836,1764670909808,27.625,69.0,402.0,4095.0,4095.0,107.52015018773467,32.8,42.0
80849,1764586587330,25.25,76.0,403.0,4095.0,4095.0,107.16645807259074,28.5,58.0
80857,1764598722794,20.0,70.0,403.0,4095.0,4095.0,109.4177722152691,26.2,68.0
80861,1764595022156,21.0,71.0,404.0,4095.0,4095.0,110.67897371714645,25.9,69.0
80864,1764665536058,28.75,67.0,402.0,4095.0,4095.0,108.60287859824781,33.8,39.0
80877,1764598549874,20.0,70.0,403.0,4095.0,4095.0,109.74493116395494,26.2,68.0
80901,1764572822588,30.0,77.0,401.0,4095.0,4095.0,108.53566958698374,,
80917,1764670126457,27.75,69.0,401.0,3952.0,4095.0,109.65469336670839,33.3,40.0
80935,1764668396980,28.0,68.0,402.0,4095.0,4095.0,108.48222778473092,33.8,38.0
80945,1764586740854,25.25,75.0,405.0,4095.0,4095.0,106.8290362953692,28.0,63.0
80949,1764674837150,23.75,70.0,401.0,4095.0,4095.0,109.21501877346684,29.8,
80971,1764667273327,28.375,67.0,403.0,4095.0,4095.0,108.32740926157697,33.8,39.0
80998,1764593997487,21.5,83.0,404.0,4095.0,4095.0,108.45544430538173,27.6,66.0
81000,1764591265304,22.25,72.0,403.0,4095.0,4095.0,108.36783479349188,27.1,67.0
81053,1764599644825,19.375,69.0,414.0,4095.0,4095.0,109.02290362953693,26.2,69.0
81054,1764675816726,22.75,70.0,404.0,4095.0,4095.0,108.59774718397999,24.5,64.0
81107,1764675612224,23.0,70.0,400.0,4095.0,4095.0,106.95907384230287,26.7,59.0
81133,1764570145578,30.625,79.0,406.0,3504.0,4095.0,108.44893617021276,30.8,45.0
81246,1764674173812,24.5,69.0,405.0,4095.0,4095.0,108.32578222778474,29.8,51.0
81739,1764598951503,19.875,70.0,401.0,4095.0,4095.0,109.75281602002504,26.2,68.0
82758,1764568674998,30.0,77.0,403.0,3632.0,4095.0,107.10125156445558,32.3,45.0
83481,1764569123915,30.25,79.0,400.0,3641.0,4095.0,109.21113892365457,31.8,45.0
84143,1764570148588,30.625,79.0,407.0,3492.0,4095.0,108.6720901126408,,
84147,1764568816339,30.125,78.0,403.0,3631.0,4095.0,107.02765957446809,32.3,44.0
84266,1764587064061,25.0,76.0,403.0,4095.0,4095.0,109.48397997496872,29.8,62.0
84536,1764665388865,28.625,67.0,404.0,4095.0,4095.0,107.9819774718398,33.8,39.0
86082,1764568678261,30.0,77.0,403.0,3569.0,4095.0,108.20337922403004,32.3,45.0
86584,1764569127036,30.125,80.0,402.0,3664.0,4095.0,109.69612015018774,31.8,45.0
87156,1764568819346,30.125,77.0,404.0,3630.0,4095.0,108.54806007509387,32.3,44.0
87309,1764650419645,25.25,75.0,508.0,4095.0,4095.0,107.74705882352941,29.3,58.0
87800,1764583813092,25.5,78.0,407.0,4095.0,4095.0,109.87922403003755,28.0,62.0
87844,1764653651616,27.125,71.0,402.0,4095.0,4095.0,107.9953692115144,30.8,47.0
87912,1764653192952,26.5,72.0,403.0,4095.0,4095.0,107.91214017521902,31.3,48.0
87989,1764594101792,21.625,82.0,406.0,4095.0,4095.0,108.84280350438048,27.6,66.0
88457,1764652978215,26.125,76.0,405.0,4095.0,4095.0,108.35744680851064,30.8,50.0
88804,1764583628080,25.375,81.0,409.0,4095.0,4095.0,108.54568210262829,27.2,64.0
89167,1764666520877,28.5,67.0,403.0,4095.0,4095.0,108.35982478097623,31.8,41.0
89252,1764675941891,22.625,71.0,404.0,4095.0,4095.0,107.66082603254068,24.5,68.0
89253,1764568681433,30.0,77.0,402.0,3577.0,4095.0,107.8279098873592,32.3,45.0
89651,1764569130087,30.25,79.0,401.0,3614.0,4095.0,107.32340425531916,31.8,45.0
90157,1764568822348,30.125,78.0,403.0,3627.0,4095.0,108.75994993742178,32.3,
90271,1764572407011,30.25,77.0,405.0,4095.0,4095.0,109.19637046307886,33.8,40.0
90286,1764652662110,26.0,73.0,406.0,4095.0,4095.0,108.12315394242803,31.3,50.0
90441,1764671440060,27.375,69.0,411.0,4095.0,4095.0,108.89962453066333,32.8,43.0
90462,1764572660195,30.125,76.0,403.0,4095.0,4095.0,109.37509386733417,33.4,40.0
90497,1764669720678,27.875,69.0,402.0,4095.0,4095.0,108.19474342928662,33.4,40.0
90500,1764663055264,29.0,67.0,405.0,4095.0,4095.0,107.51927409261577,33.8,39.0
90511,1764599467235,19.5,69.0,406.0,4095.0,4095.0,107.31051314142678,26.2,68.0
90525,1764599229794,19.625,69.0,404.0,4095.0,4095.0,106.1244055068836,26.2,68.0
90563,1764598113267,20.125,71.0,400.0,4095.0,4095.0,106.409887359199,26.2,69.0
90594,1764662712814,29.0,70.0,409.0,4095.0,4095.0,108.07784730913643,32.8,40.0
90609,1764674933417,23.625,70.0,401.0,4095.0,4095.0,107.68685857321653,29.8,52.0
90646,1764665830750,28.625,67.0,401.0,4095.0,4095.0,106.06045056320401,33.8,38.0
90656,1764672943739,26.0,69.0,403.0,4095.0,4095.0,108.19436795994994,30.2,51.0
90663,1764592454818,21.75,72.0,401.0,4095.0,4095.0,108.1872340425532,26.7,69.0
90675,1764593097497,21.625,72.0,402.0,4095.0,4095.0,108.14668335419275,28.0,65.0
90695,1764590748844,22.5,72.0,402.0,4095.0,4095.0,105.5657071339174,27.1,68.0
90700,1764669400800,27.75,70.0,403.0,4095.0,4095.0,107.41802252816021,33.8,39.0
90716,1764674297545,24.375,70.0,412.0,4095.0,4095.0,106.96483103879851,29.0,53.0
90717,1764600426551,19.25,69.0,403.0,4095.0,4095.0,107.38973717146433,26.2,69.0
90740,1764571002681,30.625,78.0,403.0,4095.0,4095.0,108.72891113892366,32.3,44.0
90743,1764673713068,25.0,69.0,400.0,4095.0,4095.0,106.56095118898624,30.8,49.0
90757,1764672547115,26.375,69.0,413.0,4095.0,4095.0,108.99937421777221,28.5,53.0
90766,1764589164723,23.5,74.0,406.0,4095.0,4095.0,107.1558197747184,28.9,60.0
90769,1764587893672,24.5,75.0,403.0,4095.0,4095.0,107.9837296620776,31.3,56.0
90772,1764596934294,20.5,71.0,401.0,4095.0,4095.0,108.59749687108886,26.7,69.0
90773,1764663696981,29.0,67.0,403.0,4095.0,4095.0,106.42227784730913,33.8,39.0
90777,1764595427712,20.875,71.0,401.0,4095.0,4095.0,106.66157697121402,25.3,70.0
90790,1764675373405,23.25,70.0,402.0,4095.0,4095.0,108.18623279098874,28.0,55.0
90791,1764600937459,19.125,69.0,403.0,4095.0,4095.0,106.18510638297873,25.8,69.0
90798,1764672714652,26.125,69.0,404.0,4095.0,4095.0,107.75481852315394,29.5,52.0
90817,1764586397558,25.25,76.0,405.0,4095.0,4095.0,107.3279098873592,28.5,58.0
90821,1764594895086,21.125,72.0,405.0,4095.0,4095.0,106.66695869837297,25.8,69.0
90828,1764673090367,25.875,69.0,402.0,4095.0,4095.0,107.21439299123905,31.0,50.0
90837,1764588212631,24.25,75.0,402.0,4095.0,4095.0,106.40538172715895,30.2,56.0
90840,1764601135741,19.0,69.0,402.0,4095.0,4095.0,106.6918648310388,26.2,69.0
90843,1764669978573,27.75,69.0,403.0,4095.0,4095.0,106.91264080100126,33.3,40.0
90847,1764670384504,27.75,69.0,402.0,4095.0,4095.0,106.95018773466835,32.8,42.0
90853,1764596170342,20.625,71.0,402.0,4095.0,4095.0,107.48385481852317,26.7,69.0
90861,1764598732802,20.0,70.0,402.0,4095.0,4095.0,106.68147684605758,26.2,68.0
90865,1764670919838,27.625,69.0,402.0,4095.0,4095.0,108.08623279098875,32.8,42.0
90868,1764670678693,27.625,69.0,402.0,4095.0,4095.0,107.50125156445557,32.8,42.0
90871,1764668840953,27.875,68.0,406.0,4095.0,4095.0,107.64292866082604,33.8,39.0
90873,1764668694111,28.0,68.0,403.0,4095.0,4095.0,107.52515644555695,33.8,38.0
90876,1764589960647,23.0,73.0,402.0,4095.0,4095.0,107.93216520650815,28.5,61.0
90898,1764595032211,21.125,71.0,402.0,4095.0,4095.0,106.58973717146434,25.9,69.0
90906,1764668193824,28.125,68.0,403.0,4095.0,4095.0,107.25594493116397,33.8,38.0
90913,1764597734719,20.375,70.0,401.0,4095.0,4095.0,104.8854818523154,26.2,69.0
90936,1764591569579,22.125,72.0,402.0,4095.0,4095.0,106.3342928660826,27.1,68.0
90937,1764668405868,28.0,68.0,403.0,4095.0,4095.0,108.96570713391739,33.8,38.0
90950,1764673344411,25.5,69.0,401.0,4095.0,4095.0,105.96620775969963,31.3,48.0
90969,1764592106058,21.875,72.0,401.0,4095.0,4095.0,106.26182728410514,26.2,69.0
90974,1764586597458,25.25,76.0,402.0,4095.0,4095.0,107.39011264080101,28.5,58.0
90982,1764665546155,28.75,67.0,403.0,4095.0,4095.0,106.85569461827285,33.8,39.0
91000,1764586750838,25.25,75.0,407.0,4095.0,4095.0,107.49687108886108,28.0,63.0
91008,1764670136434,27.75,69.0,402.0,4095.0,4095.0,106.84806007509387,33.3,40.0
91014,1764598560004,20.0,70.0,403.0,4095.0,4095.0,108.68122653316647,26.2,68.0
91053,1764599654912,19.375,70.0,400.0,4095.0,4095.0,107.82265331664581,26.2,69.0
91062,1764667283411,28.25,68.0,402.0,4095.0,4095.0,106.68998748435544,33.8,39.0
91098,1764594049985,,,,,,106.13091364205258,,
91129,1764591275422,22.25,72.0,402.0,4095.0,4095.0,105.56633291614519,27.1,67.0
91178,1764675826846,22.75,70.0,404.0,4095.0,4095.0,106.61639549436796,24.5,64.0
91249,1764675622362,22.875,70.0,403.0,4095.0,4095.0,106.31201501877347,26.7,59.0
91377,1764674186111,24.5,69.0,403.0,4095.0,4095.0,108.43617021276596,,
91869,1764598961621,19.75,70.0,401.0,4095.0,4095.0,106.58235294117647,26.2,68.0
92439,1764568684621,30.0,76.0,405.0,3583.0,4095.0,106.86357947434294,32.3,45.0
92820,1764569133255,30.125,79.0,404.0,3614.0,4095.0,105.63742177722153,31.8,45.0
94324,1764587073867,25.0,76.0,404.0,4095.0,4095.0,104.1782227784731,29.8,62.0
94494,1764583352421,0.0,0.0,0.0,0.0,0.0,106.63529411764706,0.0,0.0
94609,1764665398941,28.625,68.0,403.0,4095.0,4095.0,106.53842302878599,33.8,39.0
95593,1764568687773,30.0,76.0,403.0,3623.0,4095.0,104.1433041301627,32.3,45.0
96013,1764569136459,30.125,79.0,404.0,3625.0,4095.0,107.12340425531916,31.8,44.0
97362,1764650429699,25.375,75.0,508.0,4095.0,4095.0,106.95206508135169,29.3,57.0
97924,1764583823218,25.5,78.0,406.0,4095.0,4095.0,107.62978723404255,28.0,61.0
97996,1764653661761,27.125,71.0,403.0,4095.0,4095.0,105.65219023779724,30.8,47.0
98063,1764653203087,26.625,72.0,403.0,4095.0,4095.0,107.70963704630789,31.3,48.0
98124,1764594111934,21.5,81.0,407.0,4095.0,4095.0,107.41514392991239,27.6,66.0
98610,1764652988368,26.25,75.0,408.0,4095.0,4095.0,105.22290362953693,31.3,50.0
98764,1764568690939,30.0,77.0,403.0,3613.0,4095.0,107.63416770963704,32.3,45.0
98923,1764583639216,25.375,81.0,408.0,4095.0,4095.0,107.51163954943681,27.6,63.0
99057,1764569139502,30.125,79.0,404.0,3621.0,4095.0,105.6947434292866,31.8,44.0
99325,1764675951969,22.625,,,,,108.50212765957447,,
99334,1764666531045,28.5,67.0,405.0,4095.0,4095.0,106.20838548185232,32.3,41.0
100344,1764572417057,30.25,77.0,404.0,4095.0,4095.0,106.89874843554443,33.8,40.0
100455,1764652672291,26.0,73.0,402.0,4095.0,4095.0,107.32590738423029,31.3,50.0
100509,1764671450140,27.375,69.0,412.0,4095.0,4095.0,106.13879849812265,32.8,43.0
100521,1764663065165,29.125,68.0,403.0,4095.0,4095.0,107.81389236545682,33.8,39.0
100549,1764599477151,19.5,70.0,402.0,4095.0,4095.0,107.87446808510639,26.2,68.0
100561,1764572668295,30.0,77.0,,,,106.5718397997497,,
100589,1764669730783,27.875,69.0,403.0,4095.0,4095.0,106.02528160200251,33.3,40.0
100604,1764599239872,19.625,70.0,402.0,4095.0,4095.0,106.74918648310388,26.2,68.0
100611,1764662722854,29.0,69.0,413.0,4095.0,4095.0,104.71326658322904,32.8,40.0
100690,1764598123385,20.125,70.0,402.0,4095.0,4095.0,104.72465581977472,26.2,69.0
100698,1764672953767,25.875,69.0,403.0,4095.0,4095.0,106.41989987484355,30.2,51.0
100701,1764593107405,21.625,71.0,404.0,4095.0,4095.0,106.48435544430538,28.0,65.0
100712,1764674943409,23.625,70.0,400.0,4095.0,4095.0,105.72841051314143,29.8,52.0
100754,1764674307552,24.375,70.0,412.0,4095.0,4095.0,105.88498122653317,29.3,53.0
100780,1764589174630,23.5,74.0,406.0,4095.0,4095.0,106.2456821026283,28.9,61.0
100790,1764672557125,26.375,69.0,413.0,4095.0,4095.0,105.19111389236546,28.5,53.0
100793,1764587903681,24.5,75.0,401.0,4095.0,4095.0,105.46420525657072,31.3,56.0
100796,1764596944312,20.375,70.0,415.0,4095.0,4095.0,106.1404255319149,26.7,69.0
100799,1764665840885,28.625,67.0,403.0,4095.0,4095.0,107.09136420525657,33.8,38.0
100803,1764595437768,20.875,71.0,404.0,4095.0,4095.0,106.09987484355446,25.3,70.0
100810,1764592464989,21.75,71.0,405.0,4095.0,4095.0,105.29048811013767,26.7,69.0
100812,1764590759061,22.5,72.0,403.0,4095.0,4095.0,105.28085106382979,27.1,68.0
100824,1764586407589,25.25,76.0,404.0,4095.0,4095.0,106.10150187734669,28.5,58.0
100830,1764600947498,19.125,69.0,403.0,4095.0,4095.0,106.77596996245308,25.8,69.0
100836,1764600436675,19.25,70.0,402.0,4095.0,4095.0,104.67371714643303,26.2,69.0
100840,1764669412690,27.875,70.0,402.0,4095.0,4095.0,106.60700876095119,33.8,39.0
100867,1764673723209,25.0,69.0,400.0,4095.0,4095.0,105.03066332916146,30.8,50.0
100875,1764571388275,30.75,78.0,402.0,4095.0,4095.0,105.72553191489362,33.8,42.0
100891,1764570618197,30.625,80.0,409.0,4095.0,4095.0,105.48710888610763,29.8,47.0
100894,1764672724712,26.25,69.0,403.0,4095.0,4095.0,105.30951188986234,29.8,52.0
100895,1764571012773,30.625,78.0,403.0,4095.0,4095.0,106.11514392991239,32.3,44.0
100896,1764601145838,19.0,69.0,403.0,4095.0,4095.0,106.21101376720901,25.8,68.0
100902,1764664813526,28.625,68.0,405.0,4095.0,4095.0,104.48535669586984,33.3,39.0
100910,1764594905183,21.125,71.0,405.0,4095.0,4095.0,106.79011264080101,25.8,69.0
100912,1764670929879,27.625,69.0,401.0,4095.0,4095.0,105.40688360450564,32.8,42.0
100922,1764663707113,29.0,67.0,404.0,4095.0,4095.0,109.12465581977472,33.8,39.0
100942,1764670690698,27.75,69.0,403.0,4095.0,4095.0,106.2026282853567,32.8,42.0
100945,1764591797488,22.0,72.0,401.0,4095.0,4095.0,102.70387984981228,27.6,67.0
100951,1764675383423,23.25,70.0,404.0,4095.0,4095.0,105.45744680851064,28.0,55.0
100970,1764598742926,20.0,70.0,402.0,4095.0,4095.0,104.17722152690864,26.2,68.0
100974,1764669988833,27.75,69.0,403.0,4095.0,4095.0,106.25869837296621,33.3,40.0
100981,1764673354432,25.5,69.0,401.0,4095.0,4095.0,105.02252816020025,31.3,48.0
100990,1764668704220,28.0,68.0,404.0,4095.0,4095.0,104.32916145181478,33.8,38.0
100995,1764589970817,23.0,72.0,405.0,4095.0,4095.0,106.68836045056321,28.5,62.0
101000,1764668851005,27.875,68.0,402.0,4095.0,4095.0,103.94981226533167,33.8,39.0
101008,1764592116162,21.875,72.0,401.0,4095.0,4095.0,105.27309136420526,26.2,69.0
101009,1764673100565,25.75,69.0,403.0,4095.0,4095.0,104.92478097622029,31.3,50.0
101011,1764668203943,28.125,68.0,403.0,4095.0,4095.0,105.22165206508136,33.8,38.0
101032,1764597744614,20.25,70.0,400.0,4095.0,4095.0,103.50650813516897,26.2,69.0
101034,1764588222949,24.25,75.0,402.0,4095.0,4095.0,104.96508135168962,30.2,56.0
101037,1764670394715,27.75,69.0,402.0,4095.0,4095.0,107.20200250312891,32.8,42.0
101050,1764668416112,28.0,68.0,402.0,4095.0,4095.0,108.4177722152691,33.8,38.0
101052,1764596180532,20.625,70.0,405.0,4095.0,4095.0,105.36057571964957,26.7,69.0
101098,1764667293451,28.25,68.0,403.0,4095.0,4095.0,104.11739674593242,33.8,39.0
101099,1764665557734,28.625,68.0,402.0,4095.0,4095.0,104.77146433041302,33.8,39.0
101107,1764591579882,22.125,72.0,403.0,4095.0,4095.0,104.31764705882354,26.9,68.0
101115,1764599664982,19.5,69.0,416.0,4095.0,4095.0,105.30037546933667,26.2,69.0
101132,1764598570120,20.0,70.0,402.0,4095.0,4095.0,106.51789737171464,26.2,68.0
101135,1764586607638,25.25,76.0,404.0,4095.0,4095.0,106.859324155194,28.9,58.0
101143,1764670146557,27.75,69.0,400.0,4095.0,4095.0,105.02315394242804,33.3,40.0
101155,1764586761010,25.25,76.0,405.0,4095.0,4095.0,105.0953692115144,28.0,64.0
101168,1764591285467,22.25,72.0,401.0,4095.0,4095.0,105.03003754693368,27.1,67.0
101290,1764675632397,23.0,70.0,402.0,4095.0,4095.0,104.1747183979975,26.7,59.0
101343,1764675837032,22.875,70.0,404.0,4095.0,4095.0,104.66670838548187,24.5,64.0
101886,1764568694063,30.0,77.0,402.0,3665.0,4095.0,104.44142678347934,32.3,45.0
102052,1764598971824,19.75,69.0,404.0,4095.0,4095.0,104.91814768460577,26.2,68.0
102432,1764569142867,30.125,79.0,402.0,3651.0,4095.0,103.50838548185233,32.0,45.0
104438,1764587083987,25.0,75.0,405.0,4095.0,4095.0,103.03566958698373,29.8,62.0
104505,1764583361518,25.375,100.0,403.0,4095.0,4095.0,104.049436795995,25.8,68.0
104620,1764665408872,28.625,68.0,402.0,4095.0,4095.0,102.82740926157697,33.8,40.0
105037,1764568697220,30.0,77.0,402.0,3644.0,4095.0,105.0421777221527,32.3,45.0
105613,1764569146046,30.125,79.0,403.0,3632.0,4095.0,104.81026282853567,32.3,45.0
107387,1764650439715,25.375,74.0,509.0,4095.0,4095.0,103.33103879849813,29.3,57.0
108037,1764583833331,25.5,78.0,405.0,4095.0,4095.0,105.65794743429286,28.0,61.0
108075,1764653671834,27.125,71.0,402.0,4095.0,4095.0,103.97809762202753,30.8,47.0
108173,1764594121968,21.625,81.0,408.0,4095.0,4095.0,103.61301627033794,27.6,66.0
108207,1764568700383,30.0,77.0,402.0,3662.0,4095.0,102.7639549436796,32.3,45.0
108230,1764653213265,26.5,72.0,403.0,4095.0,4095.0,103.81652065081353,31.3,48.0
108258,1764571928236,0.0,0.0,0.0,0.0,0.0,105.31289111389238,0.0,0.0
108768,1764652998520,26.25,75.0,408.0,4095.0,4095.0,104.53904881101379,31.3,50.0
108791,1764569149245,30.125,79.0,403.0,3661.0,4095.0,104.59073842302878,32.3,44.0
109007,1764583648226,25.375,80.0,412.0,4095.0,4095.0,105.25882352941177,27.6,63.0
109431,1764666541139,28.5,67.0,405.0,4095.0,4095.0,104.15444305381727,32.3,41.0
110538,1764671460168,27.375,69.0,412.0,4095.0,4095.0,103.79023779724656,32.8,43.0
110543,1764572427257,30.375,77.0,402.0,4095.0,4095.0,104.06583229036296,33.8,40.0
110632,1764599488597,19.5,70.0,402.0,4095.0,4095.0,104.11063829787236,26.2,68.0
110646,1764662732887,29.0,70.0,411.0,4095.0,4095.0,102.949436795995,32.8,40.0
110649,1764652682486,26.0,73.0,403.0,4095.0,4095.0,103.00312891113893,31.3,50.0
110654,1764599249933,19.625,69.0,404.0,4095.0,4095.0,104.28773466833543,26.2,68.0
110660,1764669740841,27.875,69.0,403.0,4095.0,4095.0,104.72540675844806,33.4,40.0
110675,1764663075573,29.125,68.0,401.0,4095.0,4095.0,103.20425531914894,33.8,39.0
110795,1764593117628,21.625,71.0,406.0,4095.0,4095.0,103.60575719649562,28.0,65.0
110810,1764672964070,25.875,69.0,404.0,4095.0,4095.0,105.36871088861076,30.2,51.0
110832,1764665850932,28.625,67.0,406.0,4095.0,4095.0,103.86958698372966,33.8,38.0
110847,1764674317956,24.375,70.0,412.0,4095.0,4095.0,102.68848560700877,29.3,53.0
110849,1764595447652,20.875,71.0,403.0,4095.0,4095.0,102.14555694618274,25.3,70.0
110868,1764669420850,27.875,69.0,404.0,4095.0,4095.0,103.95419274092617,33.8,40.0
110874,1764598133548,20.125,70.0,405.0,4095.0,4095.0,104.84893617021278,26.2,69.0
110876,1764600446698,19.25,69.0,403.0,4095.0,4095.0,104.11138923654569,26.2,69.0
110878,1764674953587,23.625,70.0,402.0,4095.0,4095.0,101.94968710888611,29.8,52.0
110898,1764589184929,23.5,74.0,405.0,4095.0,4095.0,104.80500625782228,28.5,61.0
110900,1764570628204,30.625,80.0,408.0,4095.0,4095.0,105.3808510638298,29.8,47.0
110902,1764586417676,25.25,76.0,402.0,4095.0,4095.0,103.86921151439299,28.5,58.0
110904,1764673733359,25.0,69.0,402.0,4095.0,4095.0,105.24230287859825,30.8,50.0
110905,1764596954531,20.375,71.0,413.0,4095.0,4095.0,104.22127659574468,26.7,69.0
